Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S44012475,Cackling Goose,Branta hutchinsii,292,90,US-OR,Yamhill,L2526601,Maud Williamson State Recreation Site,45.0975185,-123.0682468,2018-03-27,09:39 AM,eBird - Traveling Count,48,1,1.432,,2,F Flyover
S63006519,Cackling Goose,Branta hutchinsii,292,10,US-OR,Yamhill,L4011084,Sheridan South Side Park and Fishing Pond,45.087649,-123.391419,2020-01-04,11:00 AM,eBird - Traveling Count,3,1,.221,,2
S42297376,Cackling Goose,Branta hutchinsii,292,300,US-OR,Yamhill,L113001,Yamhill,45.24868,-123.32619,2018-01-27,01:00 PM,eBird - Traveling Count,150,1,48.28,,2,,,Birds we did not see at hotspots
S42286511,Cackling Goose,Branta hutchinsii,292,835,US-OR,Yamhill,L2801299,oregon2020--SE Grand Island Loop,45.1220772,-123.0219676,2018-01-27,01:32 PM,eBird - Traveling Count,40,1,9.656,,2
S92204875,Canada Goose,Branta canadensis,303,1,US-ID,Ada,L15873164,"I-84 E, Boise US-ID 43.58183, -116.25709",43.581827,-116.257086,2021-07-23,09:02 PM,eBird - Casual Observation,,0,,,1
S79096016,Canada Goose,Branta canadensis,303,200,US-OR,Baker,L3457394,Bob's Lake,44.8375823,-117.8182411,2021-01-11,01:33 PM,eBird - Casual Observation,,0,,,1
S90148516,Canada Goose,Branta canadensis,303,25,US-OR,Benton,L493044,Philomath Sewage Ponds (restricted access),44.5201324,-123.3461237,2021-06-13,04:18 PM,eBird - Traveling Count,27,1,3.439,,2
S44071000,Canada Goose,Branta canadensis,303,2,US-OR,Benton,L829123,William L. Finley NWR--Cabell Marsh Gazebo,44.4176818,-123.3243334,2018-03-29,11:57 AM,eBird - Traveling Count,9,1,.336,,2
S44071006,Canada Goose,Branta canadensis,303,2,US-OR,Benton,L491963,William L. Finley NWR--McFadden Marsh,44.3907013,-123.2976294,2018-03-29,12:46 PM,eBird - Traveling Count,25,1,1.047,,2
S62971354,Canada Goose,Branta canadensis,303,2,US-OR,Benton,L491963,William L. Finley NWR--McFadden Marsh,44.3907013,-123.2976294,2020-01-03,01:33 PM,eBird - Traveling Count,3,1,.254,,2
S44071001,Canada Goose,Branta canadensis,303,2,US-OR,Benton,L843019,William L. Finley NWR--Muddy Creek Display Pond,44.4215822,-123.3226705,2018-03-29,12:10 PM,eBird - Stationary Count,1,1,,,2
S92508904,Canada Goose,Branta canadensis,303,8,US-WY,Carbon,L7637512,Rochelle Ranch Golf Course,41.7943641,-107.19208,2021-07-30,11:07 AM,eBird - Casual Observation,,0,,,2
S77847416,Canada Goose,Branta canadensis,303,20,US-OR,Clackamas,L2159919,Blount Swale overlook (restricted access),45.2639938,-122.6556319,2020-12-22,11:23 AM,eBird - Traveling Count,3,1,.579,,2
S56404886,Canada Goose,Branta canadensis,303,8,US-OR,Clatsop,L1145914,Cannon Beach Settling Ponds,45.8972364,-123.9574099,2019-05-17,10:56 AM,eBird - Traveling Count,18,1,.506,,3
S56408973,Canada Goose,Branta canadensis,303,6,US-OR,Clatsop,L1303189,Fort Stevens SP--Parking Area D,46.2265811,-123.9901543,2019-05-17,12:38 PM,eBird - Traveling Count,27,1,.392,,3
S56406214,Canada Goose,Branta canadensis,303,2,US-OR,Clatsop,L1070644,Smith Lake County Park,46.1422882,-123.9352655,2019-05-17,11:49 AM,eBird - Traveling Count,1,1,.178,,3
S51066445,Canada Goose,Branta canadensis,303,5,US-OR,Columbia,L831977,Sauvie Island--Reeder Rd. Observation Shelter,45.73246,-122.7739978,2018-12-29,12:05 PM,eBird - Stationary Count,21,1,,,3
S92241969,Canada Goose,Branta canadensis,303,500,US-UT,Davis,L151122,Antelope Island SP--Causeway,41.08841,-112.186714,2021-07-24,02:01 PM,eBird - Traveling Count,35,1,14.736,,2
S58671535,Canada Goose,Branta canadensis,303,10,US-OR,Deschutes,L2070084,Crane Prairie Reservoir--Cow Camp,43.8122338,-121.7738342,2019-08-01,03:03 PM,eBird - Traveling Count,33,1,1.287,,3
S58651002,Canada Goose,Branta canadensis,303,60,US-OR,Deschutes,L447435,Hatfield Lake,44.1232081,-121.198554,2019-08-01,09:15 AM,eBird - Traveling Count,158,1,4.364,,3
S58686219,Canada Goose,Branta canadensis,303,60,US-OR,Deschutes,L2131647,North Wickiup Boat Ramp,43.705608,-121.7521191,2019-08-01,04:00 PM,eBird - Stationary Count,15,1,,,3
S58669472,Canada Goose,Branta canadensis,303,10,US-OR,Deschutes,L938657,Sparks Lake,44.0138131,-121.7375627,2019-08-01,12:57 PM,eBird - Traveling Count,45,1,1.609,,3
S57461650,Canada Goose,Branta canadensis,303,10,US-OR,Douglas,L278056,Fords Pond,43.3923419,-123.367763,2019-06-17,10:52 AM,eBird - Traveling Count,42,1,.925,,4
S57462402,Canada Goose,Branta canadensis,303,4,US-OR,Douglas,L1108724,Plat I Reservoir,43.394346,-123.2522678,2019-06-17,12:14 PM,eBird - Traveling Count,8,1,.217,,4
S57475994,Canada Goose,Branta canadensis,303,2,US-OR,Douglas,L1302686,Stewart Park Wildlife Ponds & Nature Trail,43.2276504,-123.3712292,2019-06-17,08:18 PM,eBird - Traveling Count,11,1,.377,,4
S48007948,Canada Goose,Branta canadensis,303,18,CA-ON,Essex,L344721,Essex Sewage Lagoons (western),42.1686111,-82.8416667,2018-08-21,07:59 PM,eBird - Traveling Count,23,1,.63,,3
S59196050,Canada Goose,Branta canadensis,303,29,CA-ON,Essex,L1014398,Ojibway Prairie Complex (general location),42.2647333,-83.074944,2019-08-23,08:12 AM,eBird - Traveling Count,120,1,3.219,,2
S55922306,Canada Goose,Branta canadensis,303,4,CA-ON,Essex,L910324,Point Pelee NP--DeLaurier Homestead Trail,41.9501084,-82.5180826,2019-05-06,09:04 AM,eBird - Traveling Count,50,1,1.11,,1
S47938950,Canada Goose,Branta canadensis,303,12,CA-ON,Essex,L2675319,Windsor Sculpture Park,42.3117701,-83.0679542,2018-08-18,01:56 PM,eBird - Traveling Count,10,1,.469,,3
S47938947,Canada Goose,Branta canadensis,303,44,CA-ON,Essex,L895338,Windsor--St. Clair Prairie ESA,42.2482164,-83.0247116,2018-08-18,07:13 PM,eBird - Traveling Count,71,1,2.828,,4
S55882860,Canada Goose,Branta canadensis,303,25,CA-ON,Essex,L895338,Windsor--St. Clair Prairie ESA,42.2482164,-83.0247116,2019-05-05,07:28 PM,eBird - Traveling Count,62,1,3.404,,1
